StartDate,EndDate,Progress,Duration (in seconds),Finished,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_9_TEXT,Q4,Q4_5_TEXT,Q5,Q5_6_TEXT,Q5_7_TEXT,Q6,Q7,Q7_9_TEXT,Q8,Q9,Q9_9_TEXT,Q10,Q11,Q11_6_TEXT,Q12,Q12_6_TEXT,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28
4/18/25 17:32,4/18/25 17:35,100,154,TRUE,,,,,42.3162,-71.1198,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Some experience,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Personal organization,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,Time constraints,,Hybrid (mix of online and in-person),1.5 hours,"Weekday afternoons,Weekday evenings","Yes, definitely",3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,all
4/18/25 17:36,4/18/25 17:40,100,252,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Basic awareness,"ChatGPT,Claude,AI music generation tools,AI video generation tools",,Occasionally (few times a week),"Academic research,Programming/coding,Creative projects,Learning new topics",,Very interested,"Academic requirements,Career advancement,Specific project needs",,Cost,,Online only,1.5 hours,"Weekday mornings,Weekday afternoons","Yes, definitely",5-Apr,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,,Extremely interested,Very interested,Moderately interested,
4/11/25 18:26,4/11/25 18:29,62,174,FALSE,,,,,42.428,-71.0618,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Programming/coding,Creative projects,Professional work,Learning new topics",,Extremely interested,"Career advancement,Specific project needs",,,,In-person only,1.5 hours,"Weekday mornings,Weekday afternoons","Yes, definitely",6 or more,,,,,,,,,,,
4/18/25 18:32,4/18/25 18:34,100,133,TRUE,,,,,42.3162,-71.1198,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Stable Diffusion,GitHub Copilot",,Regularly (daily),"Writing assistance,Programming/coding,Professional work,Learning new topics",,Very interested,"Career advancement,Personal interest,Staying current with technology",,Cost,,In-person only,2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings",Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,
4/11/25 18:50,4/11/25 18:50,3,5,FALSE,,,,,43.6327,-70.2735,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/25 18:50,4/11/25 18:50,3,51,FALSE,,,,,42.3253,-71.0951,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/25 19:00,4/18/25 19:05,100,284,TRUE,,,,,42.3364,-71.0326,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding",,Extremely interested,"Academic requirements,Career advancement,Personal interest",,Time constraints,,Hybrid (mix of online and in-person),1.5 hours,Weekend afternoons,Probably,Just 1,Moderately interested,Very interested,Moderately interested,Extremely interested,Moderately interested,Extremely interested,Extremely interested,Very interested,Very interested,Extremely interested,
4/18/25 18:20,4/18/25 19:21,100,3654,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Staying current with technology,Specific project needs",,Cost,,Hybrid (mix of online and in-person),2 hours,"Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Very interested,Very interested,Extremely interested,Very interested,Very interested,Very interested,Moderately interested,Very interested,Extremely interested,Extremely interested,RAG
4/18/25 19:46,4/18/25 19:50,100,207,TRUE,,,,,42.3399,-71.1245,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E,Stable Diffusion,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects",,Extremely interested,Staying current with technology,,Time constraints,,Online only,1 hour,Weekend mornings,"Yes, definitely",6 or more,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Extremely interested,Extremely interested,
4/11/25 19:56,4/11/25 19:56,62,35,FALSE,,,,,44.4677,-72.6866,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/25 19:30,4/18/25 20:06,100,2156,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects",,Very interested,"Academic requirements,Career advancement,Staying current with technology",,"Cost,Time constraints,Location/transportation,Scheduling conflicts",,Hybrid (mix of online and in-person),1.5 hours,Weekday afternoons,"Yes, definitely",3-Feb,Very interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/18/25 19:45,4/18/25 20:09,100,1446,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,GitHub Copilot",,Occasionally (few times a week),"Writing assistance,Programming/coding,Learning new topics",,Extremely interested,"Career advancement,Personal interest,Staying current with technology",,Other: [text entry],NA,Online only,1.5 hours,"Weekday mornings,Weekday afternoons,Weekday evenings","Yes, definitely",5-Apr,Extremely interested,Extremely interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Very interested,Very interested,NA
4/18/25 20:21,4/18/25 20:26,100,330,TRUE,,,,,42.3514,-71.0421,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Expert,"ChatGPT,Claude,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Writing assistance,Programming/coding,Learning new topics",,Extremely interested,Staying current with technology,,Cost,,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekend mornings","Yes, definitely",5-Apr,Very interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Very interested,Slightly interested,Very interested,,Extremely interested,"Yes, I’d love to explore multimodal AI systems, especially how they integrate text, image, and audio inputs to produce more human-like responses. I think it's a fascinating area with huge potential in real-world applications like virtual assistants, healthcare, and accessibility tools. It’s something I haven’t explored deeply yet, but I’m very curious to learn more.








"
4/18/25 20:23,4/18/25 20:27,100,207,TRUE,,,,,42.364,-71.0265,anonymous,EN,25 - 34,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,DALL-E,Stable Diffusion",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,"Weekday afternoons,Weekday evenings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Lang chain
4/18/25 20:52,4/18/25 20:57,100,342,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Greater Boston area (within 20 miles),,,Basic awareness,ChatGPT,,Regularly (daily),"Academic research,Programming/coding,Creative projects",,Very interested,"Career advancement,Specific project needs",,"Time constraints,Lack of prerequisites",,Online only,2 hours,Weekday afternoons,Probably,5-Apr,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,
4/18/25 21:01,4/18/25 21:03,100,106,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,Engineering,,Graduate student,,On campus,,,Basic awareness,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,In-person only,2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Agentic AI creation
4/18/25 21:13,4/18/25 21:15,100,135,TRUE,,,,,42.3464,-71.0975,anonymous,EN,18 - 24,Female,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,DALL-E",,Occasionally (few times a week),"Academic research,Programming/coding,Creative projects",,Moderately interested,"Academic requirements,Staying current with technology",,Location/transportation,,In-person only,2.5+ hours,"Weekday afternoons,Weekend mornings",Probably not,3-Feb,Slightly interested,Slightly interested,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Slightly interested,Moderately interested,Moderately interested,Moderately interested,
4/18/25 21:16,4/18/25 21:20,100,280,TRUE,,,,,42.3399,-71.1245,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot",,Extensively (multiple times daily),"Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Personal interest,Staying current with technology",,"Cost,Location/transportation",,No preference,1 hour,"Weekday mornings,Weekday afternoons",Probably,3-Feb,Very interested,Very interested,Very interested,Moderately interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,MCP
4/18/25 21:16,4/18/25 21:22,100,340,TRUE,,,,,42.3399,-71.1245,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,Stable Diffusion,GitHub Copilot",,Extensively (multiple times daily),"Academic research,Programming/coding,Creative projects,Personal organization,Learning new topics",,Very interested,"Career advancement,Personal interest,Specific project needs,Other: [text entry]",,"Cost,Location/transportation",,In-person only,2 hours,Weekday afternoons,"Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Extremely interested,Very interested,Very interested,
4/18/25 21:32,4/18/25 21:33,100,99,TRUE,,,,,41.8219,-71.5067,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Some experience,ChatGPT,,Regularly (daily),"Creative projects,Professional work",,Moderately interested,Academic requirements,,Time constraints,,Online only,1.5 hours,Weekday afternoons,Unsure,5-Apr,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Slightly interested,Moderately interested,Slightly interested,
4/18/25 21:43,4/18/25 21:53,100,551,TRUE,,,,,42.3268,-71.1341,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering,Other: [text entry]",Software Engineering Systems,Graduate student,,Greater Boston area (within 20 miles),,,Basic awareness,"ChatGPT,Midjourney,Other: [text entry]",Gemini,Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work",,Moderately interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Time constraints,Lack of prerequisites",,Hybrid (mix of online and in-person),1.5 hours,"Weekday evenings,Weekend afternoons",Probably,3-Feb,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Moderately interested,Digital twins
4/18/25 20:23,4/18/25 23:02,100,9534,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,"Computer Science/IT,Business/Management,Arts/Design",,Graduate student,,International,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Time constraints,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday mornings,Weekend mornings","Yes, definitely",6 or more,Not interested,Not interested,Not interested,Extremely interested,Moderately interested,Not interested,Slightly interested,Moderately interested,Extremely interested,Extremely interested,
4/18/25 23:21,4/18/25 23:22,100,59,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Male,"Engineering,Health Sciences,Humanities",,Graduate student,,Within Boston city limits,,,Basic awareness,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,AI video generation tools",,Rarely (few times a month),"Writing assistance,Creative projects,Personal organization,Professional work,I don't currently use AI",,Moderately interested,"Career advancement,Staying current with technology,Specific project needs",,"Time constraints,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday mornings,Weekday afternoons,Weekend mornings",Probably,5-Apr,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Slightly interested,Extremely interested,Moderately interested,Slightly interested,Very interested,Not interested,Husky bot
4/18/25 23:53,4/18/25 23:55,100,142,TRUE,,,,,42.3399,-71.1245,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Time constraints,,Hybrid (mix of online and in-person),2 hours,"Weekday mornings,Weekend mornings","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Prompt Engineering
4/11/25 15:20,4/12/25 2:22,34,39750,FALSE,,,,,42.2904,-71.0712,anonymous,EN,Under 18,Male,Computer Science/IT,,Graduate student,,On campus,,,No knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Never,"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,,,,,,,,,,,,,,,,,,,,,
4/12/25 3:11,4/12/25 3:14,97,170,FALSE,,,,,31.9642,34.7876,anonymous,EN,35 - 44,Female,Social Sciences,,Faculty,,International,,IL,Some experience,"ChatGPT,Claude",,Extensively (multiple times daily),"Academic research,Writing assistance",,Very interested,"Career advancement,Staying current with technology",,Location/transportation,,No preference,,,,,,,,,,,,,,,
4/19/25 6:58,4/19/25 7:20,100,1298,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Female,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,AI music generation tools,AI video generation tools,Other: [text entry]","Perplexity, Grok",Occasionally (few times a week),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation",,Online only,1.5 hours,Weekday mornings,Probably,Just 1,Slightly interested,Slightly interested,Moderately interested,Moderately interested,Very interested,Very interested,Slightly interested,Very interested,Extremely interested,Extremely interested,
4/19/25 8:37,4/19/25 8:43,100,387,TRUE,,,,,42.3162,-71.1198,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,Within Boston city limits,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Very interested,"Academic requirements,Career advancement,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation",,Hybrid (mix of online and in-person),2 hours,Weekend afternoons,"Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Job interview prompts
4/19/25 9:22,4/19/25 9:27,100,280,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,International,,,Intermediate knowledge,"ChatGPT,Claude,GitHub Copilot,AI music generation tools,Other: [text entry]","V0, Perplexity, n8n, lovable, elevenlabs",Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints",,Hybrid (mix of online and in-person),2 hours,"Weekday afternoons,Weekday evenings","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Very interested,Extremely interested,Extremely interested,
4/11/25 19:27,4/12/25 9:57,45,52192,FALSE,,,,,40.8681,-73.4094,anonymous,EN,85 or older,Non-binary / third gender,Other: [text entry],,Other: [text entry],,Other U.S. location,,,No knowledge,Other: [text entry],,Never,Other: [text entry],,Not interested,Other: [text entry],,Other: [text entry],,,,,,,,,,,,,,,,,
4/19/25 10:56,4/19/25 11:03,100,426,TRUE,,,,,42.2904,-71.0712,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Learning new topics",,Extremely interested,"Career advancement,Personal interest",,"Time constraints,Scheduling conflicts",,Hybrid (mix of online and in-person),1 hour,Weekday evenings,"Yes, definitely",3-Feb,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Moderately interested,Slightly interested,Extremely interested,Extremely interested,
4/19/25 11:51,4/19/25 11:55,100,294,TRUE,,,,,42.3253,-71.0951,anonymous,EN,25 - 34,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Intermediate knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion",,Extensively (multiple times daily),Programming/coding,,Extremely interested,"Staying current with technology,Specific project needs",,"Cost,Lack of prerequisites",,In-person only,1.5 hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings,Weekend afternoons","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,GRPO
4/19/25 11:54,4/19/25 11:57,100,147,TRUE,,,,,42.3252,-71.0951,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,GitHub Copilot",,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Moderately interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Location/transportation,Scheduling conflicts",,Online only,1 hour,"Weekday afternoons,Weekday evenings",Unsure, Unsure,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/19/25 12:01,4/19/25 12:01,100,12,TRUE,,,,,42.3253,-71.0951,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/25 12:02,4/19/25 12:04,100,113,TRUE,,,,,42.428,-71.0618,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering",,Graduate student,,On campus,,,Some experience,"ChatGPT,DALL-E,Other: [text entry]",DeepSeek,Regularly (daily),"Academic research,Programming/coding",,Moderately interested,Academic requirements,,"Cost,Time constraints,Location/transportation,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,Weekday mornings,Unsure, Unsure,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,
4/19/25 12:08,4/19/25 12:16,100,475,TRUE,,,,,42.428,-71.0618,anonymous,EN,18 - 24,Male,Computer Science/IT,,Graduate student,,Greater Boston area (within 20 miles),,,Intermediate knowledge,"ChatGPT,AI video generation tools",,Occasionally (few times a week),"Academic research,Programming/coding,Creative projects,Professional work",,Very interested,"Personal interest,Staying current with technology",,"Time constraints,Location/transportation,Lack of prerequisites",,In-person only,1 hour,Weekday afternoons,Probably,Just 1,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/19/25 14:30,4/19/25 14:33,100,180,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,On campus,,,Some experience,"ChatGPT,GitHub Copilot",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,Online only,1.5 hours,Weekday evenings,Unsure,Just 1,Moderately interested,Slightly interested,Slightly interested,Slightly interested,Slightly interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/19/25 14:33,4/19/25 14:34,100,74,TRUE,,,,,42.428,-71.0618,anonymous,EN,18 - 24,Male,Engineering,,Graduate student,,On campus,,,Advanced knowledge,"ChatGPT,Claude,DALL-E,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Programming/coding,Personal organization,Professional work,Learning new topics",,Very interested,"Personal interest,Staying current with technology",,"Time constraints,Location/transportation",,Online only,2.5+ hours,"Weekday afternoons,Weekday evenings,Weekend mornings",Unsure,6 or more,Very interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Very interested,Very interested,Very interested,Very interested,
4/19/25 14:42,4/19/25 14:51,100,531,TRUE,,,,,42.3253,-71.0951,anonymous,EN,18 - 24,Male,"Computer Science/IT,Engineering,Business/Management",,Graduate student,,On campus,,,Advanced knowledge,ChatGPT,,Regularly (daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,Cost,,Hybrid (mix of online and in-person),2 hours,Weekday afternoons,"Yes, definitely",Just 1,Very interested,Extremely interested,Very interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Very interested,Extremely interested,
4/12/25 14:54,4/12/25 14:54,3,16,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/25 14:56,4/12/25 14:57,3,13,FALSE,,,,,42.415,-71.0527,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/19/25 15:17,4/19/25 15:19,100,84,TRUE,,,,,42.3464,-71.0975,anonymous,EN,18 - 24,Female,Computer Science/IT,,Graduate student,,On campus,,,Some experience,ChatGPT,,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding",,Very interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology",,"Cost,Time constraints,Location/transportation,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2 hours,Weekday afternoons,"Yes, definitely",3-Feb,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,Very interested,yes
4/19/25 15:49,4/19/25 15:50,100,89,TRUE,,,,,42.2904,-71.0712,anonymous,EN,25 - 34,Female,Engineering,,Graduate student,,Within Boston city limits,,,Advanced knowledge,"ChatGPT,Claude,Midjourney,DALL-E,Stable Diffusion,GitHub Copilot,AI music generation tools,AI video generation tools",,Extensively (multiple times daily),"Academic research,Writing assistance,Programming/coding,Creative projects,Personal organization,Professional work,Learning new topics",,Extremely interested,"Academic requirements,Career advancement,Personal interest,Staying current with technology,Specific project needs",,"Cost,Time constraints,Location/transportation,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),2.5+ hours,"Weekday mornings,Weekday afternoons,Weekday evenings,Weekend mornings","Yes, definitely",6 or more,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,Extremely interested,NA
4/12/25 20:58,4/12/25 20:59,3,27,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/18/25 20:08,4/19/25 21:49,100,92435,TRUE,,,,,42.3399,-71.1245,anonymous,EN,18 - 24,Female,Other: [text entry],Information Systems,Graduate student,,Greater Boston area (within 20 miles),,,Some experience,"ChatGPT,GitHub Copilot",,Regularly (daily),Programming/coding,,Very interested,Staying current with technology,,"Location/transportation,Lack of prerequisites,Scheduling conflicts",,Hybrid (mix of online and in-person),1.5 hours,"Weekday evenings,Weekend afternoons",Probably,3-Feb,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,Moderately interested,
4/12/25 22:17,4/12/25 22:18,3,17,FALSE,,,,,32.065,34.8578,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/25 23:48,4/12/25 23:50,3,106,FALSE,,,,,34.0481,-118.2531,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/12/25 23:51,4/12/25 23:51,3,21,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/25 15:32,4/13/25 5:58,21,138364,FALSE,,,,,45.0702,-93.4556,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/25 12:42,4/13/25 12:42,3,19,FALSE,,,,,30.3643,-97.6864,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/13/25 18:21,4/13/25 18:22,3,56,FALSE,,,,,40.4444,-86.9256,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/25 14:54,4/13/25 19:08,3,188008,FALSE,,,,,42.2904,-71.0712,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/25 8:19,4/14/25 8:19,3,19,FALSE,,,,,42.3907,-71.1349,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/14/25 10:04,4/14/25 10:04,3,23,FALSE,,,,,42.3253,-71.0951,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
